sr,dms_code,exam_centre_name,venue_address,pincode,region,state,city,venue_status,blacklist_info,ffa_frequency,deo_remarks_summary,suspicious_summary,call_log_summary,market_remark,final_analysis,reason
65,NR1-UP-3558,DEXIT GLOBAL LIMITED-ALIGARH,"( FORMERLY KNOWN AS NSEIT LIMITED ), NSEIT ALIGARH, 2ND FLOOR, SAI PLAZA, NIRANJAN PURI, RAM GHAT ROAD, ALIGARH, UTTAR PRADESH - 202001",202001.0,NORTH ONE,UTTAR PRADESH,ALIGARH,ACTIVE,,1,,,,,Sensitive Venue,Found in FFA
66,NR1-UP-3553,DEXIT GLOBAL LIMITED-AYODHYA (FAIZABAD),"( FORMERLY KNOWN AS NSEIT LIMITED ), 1ST FLOOR, 7/2/145A, GAYATRIPURAM WAZIRGANJ JAPTI, NEAR PRATHAMIK VIDYALAYA JAPTI NAGAR (FATEHGANJ, DEVKALI ROAD ), LANDMARK - M.K. GRAMODYOG VIKAS EVAM PRASHIKCHAN SAMITI FAIZABAD, FAIZABAD, UTTAR PRADESH-224001",224001.0,NORTH ONE,UTTAR PRADESH,AYODHYA (FAIZABAD),ACTIVE,,0,,,,,Good,Good
67,NR1-UP-3556,DEXIT GLOBAL LIMITED-BAREILLY,"( FORMERLY KNOWN AS NSEIT LIMITED ), GROUND FLOOR, RAJ BHAWAN, 63 CIVIL LINES, AYUB KHAN, CHOUPLA ROAD, BEHIND BANK OF BARODA, LANDMARK - NEAR RADHYE, SHYAM PARK, BAREILLY, UTTAR PRADESH - 243001",243001.0,NORTH ONE,UTTAR PRADESH,BAREILLY,ACTIVE,,0,,,,,Good,Good
68,NR1-UP-3563,DEXIT GLOBAL LIMITED-ETAWAH,"( FORMERLY KNOWN AS NSEIT LIMITED ), 1ST FLOOR, TNV TOWER, 321, PURBIA TOLA, CIVIL LINES, IN FRONT OF SAI UTSAV GARDEN, LANDMARK - BESIDE OF K.K. INTER COLLEGE, ETAWAH, UTTAR PRADESH - 206001",206001.0,NORTH ONE,UTTAR PRADESH,ETAWAH,ACTIVE,,0,,,,,Good,Good
69,NR1-UP-3551,DEXIT GLOBAL LIMITED-GORAKHPUR,"( FORMERLY KNOWN AS NSEIT LIMITED ), KUNDAN COMPLEX, HOUSE NO 73, 1ST FLOOR, NIYAMAT CHAK, BESIDE SANDHYA HOTEL, LANDMARK - NEAR BABINA HOTEL, GORAKHPUR, UTTAR PRADESH - 273001",273001.0,NORTH ONE,UTTAR PRADESH,GORAKHPUR,ACTIVE,,0,,,,,Good,Good
70,NR1-UP-3548,DEXIT GLOBAL LIMITED-JHANSI,"( FORMERLY KNOWN AS NSEIT LIMITED ), 191, 1ST FLOOR, MASIHA GANJ, SIPRI BAZAR, LANDMARK - ABOVE CENTRAL BANK OF INDIA - MASIHA GANJ BRANCH., JHANSI, UTTAR PRADESH - 284003",284001.0,NORTH ONE,UTTAR PRADESH,JHANSI,ACTIVE,,0,,,,,Good,Good
71,NR1-UP-3562,DEXIT GLOBAL LIMITED-KANPUR,"( FORMERLY KNOWN AS NSEIT LIMITED ), 2ND FLOOR, 16/77 (1) CIVILLINES, OPP. AXIS BANK LANE, NEAR CHANDRAKANTA HOSPITAL, KANPUR, UTTAR PRADESH - 208001",208001.0,NORTH ONE,UTTAR PRADESH,KANPUR,ACTIVE,,3,,,,,Sensitive Venue,Found in FFA
72,NR1-UP-3561,DEXIT GLOBAL LIMITED-LUCKNOW,"( FORMERLY KNOWN AS NSEIT LIMITED ), 1ST FLOOR, 3/180A, VINAY KHAND, VIDHYAK PURAM, GOMTI NAGAR, LUCKNOW, LAND-MARK - OPPOSITE GATE NO. -3, T D GIRLS INTER COLLEGE, BELOW - AYUSH ONLINE EXAMINATION CENTRE, UTTAR PRADESH - 226010",226010.0,NORTH ONE,UTTAR PRADESH,LUCKNOW,ACTIVE,,1,,,,,Sensitive Venue,Found in FFA
73,NR1-UP-3552,DEXIT GLOBAL LIMITED-MEERUT,"( FORMERLY KNOWN AS NSEIT LIMITED ), 441/1 BUSINESS ARCADE, 04TH FLOOR, MANGAL PANDEY NAGAR, BESIDE NAV JEEVAN HOSPITAL / MANGAL PANDEY UDYAN. LANDMARK - OPPOSITE OF MIMHANS NEURO, HOSPITAL, MEERUT, UTTAR PRADESH - 250004",250004.0,NORTH ONE,UTTAR PRADESH,MEERUT,ACTIVE,,3,,,,,Sensitive Venue,Found in FFA
74,NR1-UP-3557,DEXIT GLOBAL LIMITED-MORADABAD,"( FORMERLY KNOWN AS NSEIT LIMITED ), 1ST FLOOR DIGI2LIV COMPLEX, NEAR GALAXY BANQUET HALL, KASHIRAM GATE, SAMRAT ASHOK NAGAR, DELHI ROAD, MORADABAD, UTTAR PRADESH - 244001",244001.0,NORTH ONE,UTTAR PRADESH,MORADABAD,ACTIVE,,1,,,,,Sensitive Venue,Found in FFA
75,NR1-UP-3549,DEXIT GLOBAL LIMITED-ORAI,"( FORMERLY KNOWN AS NSEIT LIMITED ), 2576, 1ST FLOOR, NEAR LAXMI MANDIR, RAM NAGAR, JHANSI ROAD, ORAI (JALAUN), UTTAR PRADESH - 285001",285001.0,NORTH ONE,UTTAR PRADESH,ORAI,ACTIVE,,0,,,,,Good,Good
76,NR1-UP-3560,DEXIT GLOBAL LIMITED-PRATAPGARH,"( FORMERLY KNOWN AS NSEIT LIMITED ), 360, FIRST FLOOR, KATRA ROAD, NEAR V2 MALL, ABOVE CENTRAL BANK OF INDIA, CIVILLINES, KARANPUR, BELA PRATAPGARH, UTTAR PRADESH - 230001",230001.0,NORTH ONE,UTTAR PRADESH,PRATAPGARH,ACTIVE,,0,,,,,Good,Good
77,NR1-UP-3555,DEXIT GLOBAL LIMITED-PRAYAGRAJ (ALLAHABAD),"( FORMERLY KNOWN AS NSEIT LIMITED ), 1ST FLOOR, 443/343, NEW MUMFORDGANJ, LANDMARK - ABOVE OF UNION BANK OF INDIA, NEAR NIGAM CHAURAHA, MUMFORGANJ BRANCH, PRAYAGRAJ, UTTAR PRADESH - 211002",211001.0,NORTH ONE,UTTAR PRADESH,PRAYAGRAJ (ALLAHABAD),ACTIVE,,0,,,,,Good,Good
78,NR1-UP-3559,DEXIT GLOBAL LIMITED-SITAPUR,"( FORMERLY KNOWN AS NSEIT LIMITED ), FLAT NO.13, 1ST FLOOR, CANTT STATION ROAD, LANDMARK PIZZA CLUB & CAFE, NEAR VAIDEHI VATIKA, SITAPUR, UTTAR PRADESH - 261001",261001.0,NORTH ONE,UTTAR PRADESH,SITAPUR,ACTIVE,,0,,,,,Good,Good
79,NR1-UP-3550,DEXIT GLOBAL LIMITED-VARANASI,"( FORMERLY KNOWN AS NSEIT LIMITED ), 2 KHA, PREMISES NO. 209, FIRST FLOOR, KERAKATPUR, LOHTA ROAD, ABOVE HDFC BANK, VARANASI, UTTAR PRADESH - 221107",221107.0,NORTH ONE,UTTAR PRADESH,VARANASI,ACTIVE,,0,,,"PC Changed(5), Power Related(2)",,Average,"PC Changed(5), Power Related(2)"
80,NR2-PB-4514,DEXIT GLOBAL LIMITED-CHANDIGARH,"( FORMERLY KNOWN AS NSEIT LIMITED ), SCO 173-174, 3RD FLOOR, ABOVE NAMAN, SHARMA IAS ACADEMY, SECTOR 17 - C, CHANDIGARH - 160017",160017.0,NORTH TWO,CHANDIGARH,CHANDIGARH,ACTIVE,,1,,,"PC Changed(1), Power Related(1)",,Sensitive Venue,Found in FFA
81,NR2-DL-4526,DEXIT GLOBAL LIMITED-DELHI,"( FORMERLY KNOWN AS NSEIT LIMITED ), 2E/22, 3RD FLOOR, JHANDEWALAN EXTENSION, IN LANE ON DOMINO'S PIZZA TO THE OPPOSITE SIDE OF BANK OF INDIA, EXIT POINT FROM DELHI JHANDEWALAN METRO STATION: GATE NO. 2, NEW DELHI - 110055",110055.0,NORTH TWO,DELHI,DELHI,ACTIVE,,15,,,PC Changed(3),,Sensitive Venue,Found in FFA
82,NR2-HR-4622,DEXIT GLOBAL LIMITED-FARIDABAD,"( FORMERLY KNOWN AS NSEIT LIMITED ), EZ-506, 5TH FLOOR, SRS TOWER, MATHURA ROAD, LANDMARK -, NEAR MEWLA MAHARAJPUR METRO STATION GATE NO 2, FARIDABAD, HARYANA - 121003",121003.0,NORTH TWO,HARYANA,DELHI (NCR),ACTIVE,,0,,,Power Related(7),,Average,Power Related(7)
83,NR2-HR-4656,DEXIT GLOBAL LIMITED-GURUGRAM,"( FORMERLY KNOWN AS NSEIT LIMITED ), DPG DEGREE COLLEGE, GROUND FLOOR, BLOCK-B, SECTOR-34, NEAR HEROHONDA CHOWK, BEHIND MARBLE MARKET, GURUGRAM, HARYANA - 122001",122001.0,NORTH TWO,HARYANA,DELHI (NCR),ACTIVE,,0,,,,,Good,Good
84,NR2-HR-4504,DEXIT GLOBAL LIMITED-HISSAR,"( FORMERLY KNOWN AS NSEIT LIMITED ), DSB-32, FIRST FLOOR,RED SQUARE MARKET, COMMERCIAL URBAN ESTATE-1, LANDMARK - OPPOSITE BANK OF BARODA, HISSAR, HARYANA - 125001",125001.0,NORTH TWO,HARYANA,HISAR,ACTIVE,,0,,,,,Good,Good
85,NR2-HR-4500,DEXIT GLOBAL LIMITED-JIND,"( FORMERLY KNOWN AS NSEIT LIMITED ), MANOHAR ASSOCIATES BUILDING, 2ND FLOOR, ABOVE BANK OF BARODA, SAFIDON GATE, JIND, HARYANA - 126102",126102.0,NORTH TWO,HARYANA,JIND,ACTIVE,,0,,,,,Good,Good
86,NR2-HR-4502,DEXIT GLOBAL LIMITED-KARNAL,"( FORMERLY KNOWN AS NSEIT LIMITED ), SCO - 213, 2ND FLOOR, ABOVE PARASRAM STOCK BROKING, OPPOSITE IIFL FINANCE AND UNION BANK OF INDIA, SECTOR 12, URBAN ESTATE, KARNAL, HARYANA - 132001",132001.0,NORTH TWO,HARYANA,KARNAL,ACTIVE,,0,,,Power Related(3),,Average,Power Related(3)
87,NR2-HR-4501,DEXIT GLOBAL LIMITED-REWARI,"( FORMERLY KNOWN AS NSEIT LIMITED ), SHOP NO. - 102, FIRST FLOOR, BRASS MARKET, LANDMARK - NEAR CALCETTO SHOWROOM, REWARI, HARYANA - 123401",123401.0,NORTH TWO,HARYANA,REWARI,ACTIVE,,0,,,Power Related(1),,Average,Power Related(1)
88,NR2-HR-4499,DEXIT GLOBAL LIMITED-ROHTAK,"( FORMERLY KNOWN AS NSEIT LIMITED ), 2ND FLOOR, NARAINA COMPLEX, OPP. CHHOTU RAM KOTHI, CIVIL ROAD, ROHTAK, HARYANA - 124001",124001.0,NORTH TWO,HARYANA,ROHTAK,ACTIVE,,0,,,,,Good,Good
89,NR2-HR-4505,DEXIT GLOBAL LIMITED-SIRSA,"( FORMERLY KNOWN AS NSEIT LIMITED ), 212, 1ST FLOOR, MC COMPLEX, LANDMARK - NEAR LAXMI SWEETS OPPOSITE SAI ALUMINIUM, ABOVE D LANGUAGE STUDIO, SIRSA, HARYANA - 125055",125055.0,NORTH TWO,HARYANA,SIRSA,ACTIVE,,0,,,Power Related(1),,Average,Power Related(1)
90,NR2-HR-4503,DEXIT GLOBAL LIMITED-YAMUNANAGAR,"( FORMERLY KNOWN AS NSEIT LIMITED ), 18, OPP. MAHINDRA PETROL PUMP (HP), ABOVE SAPRA MOTORS, LANDMARK - BEHIND FEDERAL BANK, YAMUNANAGAR, HARYANA - 135001",135001.0,NORTH TWO,HARYANA,YAMUNANAGAR,ACTIVE,,0,,,Power Related(1),,Average,Power Related(1)
91,NR2-HP-4492,DEXIT GLOBAL LIMITED-DHARAMSALA,"( FORMERLY KNOWN AS NSEIT LIMITED ), 302 - C,CIVIL LINE, LANDMARK - NEAR CENTER POINT HOTEL, TEHSIL DHARAMSHALA, DISTT. KANGRA, DHARAMSHALA, HIMACHAL PRADESH - 176215",176215.0,NORTH TWO,HIMACHAL PRADESH,DHARAMSHALA,ACTIVE,,0,,,,,Good,Good
92,NR2-HP-4491,DEXIT GLOBAL LIMITED-MANDI,"( FORMERLY KNOWN AS NSEIT LIMITED ), 2ND FLOOR, BUILDING NO. 332/11, TARNA HILL, LANDMARK - NEAR HAWA MAHAL (RAIN SHELTER), TEHSIL SADAR, DISTRICT MANDI, HIMACHAL PRADESH - 175001",175001.0,NORTH TWO,HIMACHAL PRADESH,MANDI,ACTIVE,,0,,,,,Good,Good
93,NR2-HP-4490,DEXIT GLOBAL LIMITED-SHIMLA,"( FORMERLY KNOWN AS NSEIT LIMITED ), SHANDIL NIWAS, TOP 2ND FLOOR, CHAPSLEE ESTATE, BELOW CIRCULAR ROAD, NEAR AUCKLAND TUNNEL & BRIDGE, LAKKAR BAZAR, SHIMLA, HIMACHAL PRADESH - 171001",171001.0,NORTH TWO,HIMACHAL PRADESH,SHIMLA,ACTIVE,,0,,,Power Related(2),,Average,Power Related(2)
94,NR2-JK-4486,DEXIT GLOBAL LIMITED-JAMMU,"( FORMERLY KNOWN AS NSEIT LIMITED ), LANE NO. 3, MINI MARKET, 1ST FLOOR, GREATER KAILASH, LANDMARK - ABOVE SARVESHWAR RICE SHOP, JAMMU, JAMMU AND KASHMIR - 180011",180011.0,NORTH TWO,JAMMU AND KASHMIR,JAMMU,ACTIVE,,0,,,,,Good,Good
95,NR2-JK-4487,DEXIT GLOBAL LIMITED-SRINAGAR,"( FORMERLY KNOWN AS NSEIT LIMITED ), 2ND FLOOR, AL HABIB COMPLEX,SATHU,BARBARSAH, LAND MARK - ADJACENT TRANSPORT BRIDGE AND FLOUR MILL., SRINAGAR, JAMMU AND KASHMIR - 190001",190001.0,NORTH TWO,JAMMU AND KASHMIR,SRINAGAR,ACTIVE,,0,,,,,Good,Good
96,NR2-PB-4517,DEXIT GLOBAL LIMITED-AMRITSAR,"( FORMERLY KNOWN AS NSEIT LIMITED ), JOSHI COMPLEX, 1ST FLOOR, ABOVE INDUSIND BANK, OPPOSITE TO SHERGILL HOSPITAL, NEAR ARNEJA HONDA AGENCY, MAJITHA ROAD, AMRITSAR, PUNJAB - 143001",143001.0,NORTH TWO,PUNJAB,AMRITSAR,ACTIVE,,0,,,,,Good,Good
97,NR2-PB-4513,DEXIT GLOBAL LIMITED-BATHINDA,"( FORMERLY KNOWN AS NSEIT LIMITED ), # 82, RAILWAY STATION ROAD, SIKANDERPURA, ABOVE - BHART GAS AGENCY, NR - SK GUPTA SKIN CLINIC, KM DEHLI CHILDERN HOSPITAL, BATHINDA, PUNJAB - 151001",151001.0,NORTH TWO,PUNJAB,BATHINDA,ACTIVE,,0,,,PC Changed(1),,Average,PC Changed(1)
98,NR2-PB-4520,DEXIT GLOBAL LIMITED-FEROZEPUR,"( FORMERLY KNOWN AS NSEIT LIMITED ), 1ST FLOOR, MODI MILL ROAD, OUT SIDE MAGAZINE GATE, OPP. CHOPRA DENTAL CLINIC, FEROZEPUR, PUNJAB - 152002",152002.0,NORTH TWO,PUNJAB,FEROZEPUR,ACTIVE,,0,,,PC Changed(2),,Average,PC Changed(2)
99,NR2-PB-4518,DEXIT GLOBAL LIMITED-HOSHIARPUR,"( FORMERLY KNOWN AS NSEIT LIMITED ), BEHAL COMPLEX, 2ND FLOOR - SESSION CHOWK, LAND MARK - OPP BAL KRISHAN ROAD, ABOVE BANK OF BARODA, BESIDE -BAJAJ FINANCE, HOSHIARPUR, PUNJAB - 146001",146001.0,NORTH TWO,PUNJAB,HOSHIARPUR,ACTIVE,,0,,,Power Related(2),,Average,Power Related(2)
100,NR2-PB-4516,DEXIT GLOBAL LIMITED-JALANDHAR,"( FORMERLY KNOWN AS NSEIT LIMITED ), 2ND FLOOR, MOHINDER CHAMBERS, 92-93-94, RAJINDER NAGAR MARKET, OPP - NEW COURT, TEHSIL ROAD, ABOVE UNIVERSAL TRAVELS, JALANDHAR, PUNJAB - 144001",144001.0,NORTH TWO,PUNJAB,JALANDHAR,ACTIVE,,0,,,,,Good,Good
101,NR2-PB-4515,DEXIT GLOBAL LIMITED-LUDHIANA,"( FORMERLY KNOWN AS NSEIT LIMITED ), 2ND FLOOR, S.S TOWER, ABOVE BANK OF BARODA, PRATAP CHOWK, LANDMARK : ABOVE BANK OF BARODA, LUDHIANA, PUNJAB - 141003",141003.0,NORTH TWO,PUNJAB,LUDHIANA,ACTIVE,,1,,,"PC Changed(2), Power Related(1)",,Sensitive Venue,Found in FFA
102,NR2-PB-4521,DEXIT GLOBAL LIMITED-PATHANKOT,"( FORMERLY KNOWN AS NSEIT LIMITED ), 1ST FLOOR, TROPHIES BUILDING, NEAR DR. MC KUMAR ASTHA MATERNITY HOSPITAL PVT LTD, DALHOUSIE ROAD, PATHANKOT, PUNJAB, PATHANKOT, PUNJAB - 145001",145001.0,NORTH TWO,PUNJAB,PATHANKOT,ACTIVE,,0,,,"PC Changed(1), Power Related(6)",,Average,"PC Changed(1), Power Related(6)"
103,NR2-PB-4519,DEXIT GLOBAL LIMITED-PATIALA,"( FORMERLY KNOWN AS NSEIT LIMITED ), SCF - 99, 1ST FLOOR, CHHOTI BARADARI, NEAR, INDIAN OVERSEAS BANK & IBT INSTITUTE, PATIALA, PUNJAB - 147001",147001.0,NORTH TWO,PUNJAB,PATIALA,ACTIVE,,1,,,,,Sensitive Venue,Found in FFA
104,NR2-RJ-4563,DEXIT GLOBAL LIMITED-AJMER,"( FORMERLY KNOWN AS NSEIT LIMITED ), 711/4, 2ND FLOOR, ABOVE DCB BANK, KC COMPLEX, SUNDER VILAS, OPPOSITE SUBASH UDHYAAN, AJMER, RAJASTHAN - 305001",305001.0,NORTH TWO,RAJASTHAN,AJMER,ACTIVE,,0,,,,,Good,Good
105,NR2-RJ-4569,DEXIT GLOBAL LIMITED-ALWAR,"( FORMERLY KNOWN AS NSEIT LIMITED ), 4TH FLOOR, BALAJI TOWER 81, NEB SUBHASH NAGAR, LANDMARK - NEAR AGRASEN CIRCLE, ALWAR, RAJASTHAN - 301001",301001.0,NORTH TWO,RAJASTHAN,ALWAR,ACTIVE,,0,,,,,Good,Good
106,NR2-RJ-4571,DEXIT GLOBAL LIMITED-BANSWARA,"( FORMERLY KNOWN AS NSEIT LIMITED ), 1ST FLOOR, 135 GURUKUNJ, MOHAN COLONY, UDAIPUR - BANSWARA MAIN ROAD, BESIDE CORPORATION BANK, BANSWARA, RAJASTHAN - 327001",327001.0,NORTH TWO,RAJASTHAN,BANSWARA,ACTIVE,,0,,,,,Good,Good
107,NR2-RJ-4566,DEXIT GLOBAL LIMITED-BARMER,"( FORMERLY KNOWN AS NSEIT LIMITED ), FIRST FLOOR, DEV TOWERS, RAI COLONY ROAD, LANDMARK - OPPOSITE DISTRICT HEALTH CENTRE, BARMER, RAJASTHAN - 344001",344001.0,NORTH TWO,RAJASTHAN,BARMER,ACTIVE,,0,,,Power Related(2),,Average,Power Related(2)
108,NR2-RJ-4570,DEXIT GLOBAL LIMITED-BHARATPUR,"( FORMERLY KNOWN AS NSEIT LIMITED ), 1ST FLOOR, AVI PLAZA BUILDING, NEAR KANNI GURJAR CHOURAHA, BESIDE NATIONAL CEMENT AGENCY, INFRONT OF ARORA HOSPITAL, BHARATPUR, RAJASTHAN - 321001",321001.0,NORTH TWO,RAJASTHAN,BHARATPUR,ACTIVE,,0,,,,,Good,Good
109,NR2-RJ-4568,DEXIT GLOBAL LIMITED-BIKANER,"( FORMERLY KNOWN AS NSEIT LIMITED ), PLOT NO - 30 & 55, SHOP NO. - 1, GROUND FLOOR, VISHWAS KRISHNA RESIDENTIAL SOCIETY, LANDMARK - NEAR RANI BAZAR OVER-BRIDGE, BEHIND RAMA MARRIAGE PALACE, INDUSTRIAL AREA RANI BAZAR, BIKANER, RAJASTHAN - 334001",334001.0,NORTH TWO,RAJASTHAN,BIKANER,ACTIVE,,0,,,,,Good,Good
110,NR2-RJ-4560,DEXIT GLOBAL LIMITED-CHITTORGARH,"( FORMERLY KNOWN AS NSEIT LIMITED ), PLOT NO-6, 2ND FLOOR, C/O - GURU NANAK AGENCY, LANDMARK - ABOVE CENTRAL BANK OF INDIA, 6 MAHAVEER COLONY, NEW CLOTH MARKET, CHITTORGARH, RAJASTHAN - 312001",312001.0,NORTH TWO,RAJASTHAN,CHITTORGARH,ACTIVE,,0,,,Power Related(1),,Average,Power Related(1)
111,NR2-RJ-4572,DEXIT GLOBAL LIMITED-DUNGARPUR,"( FORMERLY KNOWN AS NSEIT LIMITED ), PLOT NO 189/190/192, INFRONT OF VKB KANYA MAHAVIDYALAYA, BEHIND SUKUMAL TRADERS, PATRAKAR COLONY, NEW BUS STAND - HOSPITAL LINK ROAD, LANDMARK - INFRONT OF FITNESS FACTORY, DUNGARPUR, RAJASTHAN - 314001",314001.0,NORTH TWO,RAJASTHAN,DUNGARPUR,ACTIVE,,0,,,"PC Changed(1), Power Related(1)",,Average,"PC Changed(1), Power Related(1)"
112,NR2-RJ-4561,DEXIT GLOBAL LIMITED-JAIPUR,"( FORMERLY KNOWN AS NSEIT LIMITED ), 2ND FLOOR, PLOT NO-21, VIVEK VIHAR, NEW SANGANARE ROAD, LANDMARK - NEAR VIVEK VIHAR METRO STATION PILLAR NO-89, ( ABOVE P.L. BAJAJ AUTO SHOWROOM ), JAIPUR, RAJASTHAN - 302019",302019.0,NORTH TWO,RAJASTHAN,JAIPUR,ACTIVE,,2,,,PC Changed(2),,Sensitive Venue,Found in FFA
113,NR2-RJ-4565,DEXIT GLOBAL LIMITED-JODHPUR,"( FORMERLY KNOWN AS NSEIT LIMITED ), A-48, 2ND FLOOR, AKHALIYA IMPACT BUILDING, AKHALIYA VIKAS YOJANA, NEAR CANARA BANK REGIONAL OFFICE BUILDING, 200 METER FROM AKHALIYA CIRCLE TOWARDS PRATAP NAGAR ROAD, LANDMARK - ADJACENT TO AXIS BANK, AKHALIYA CIRCLE BRANCH, JODHPUR, RAJASTHAN - 342008",342008.0,NORTH TWO,RAJASTHAN,JODHPUR,ACTIVE,,1,,,"PC Changed(2), Power Related(1)",,Sensitive Venue,Found in FFA
114,NR2-RJ-4573,DEXIT GLOBAL LIMITED-KOTA,"( FORMERLY KNOWN AS NSEIT LIMITED ), UNIT - 212-213, 3RD FLOOR, SHREE RAM COMPLEX, GUMANPURA MAIN ROAD, LANDMARK - OPP - MULTIPURPOSE SCHOOL., KOTA, RAJASTHAN - 324006",324006.0,NORTH TWO,RAJASTHAN,KOTA,ACTIVE,,0,,,,,Good,Good
115,NR2-RJ-4567,DEXIT GLOBAL LIMITED-NAGAUR,"( FORMERLY KNOWN AS NSEIT LIMITED ), GANAPATI MANSION 1ST FLOOR, AJMER ROAD, LANDMARK - CENTRAL BANK OF INDIA, NAGAUR, RAJASTHAN - 341001",341001.0,NORTH TWO,RAJASTHAN,NAGAUR,ACTIVE,,1,,,,,Sensitive Venue,Found in FFA
116,NR2-RJ-4562,DEXIT GLOBAL LIMITED-SIKAR,"( FORMERLY KNOWN AS NSEIT LIMITED ), SHOP NO-F1 & F2, FIRST FLOOR, SUKH RATAN PLAZA, NEAR RANI SATI MANDIR, RANI SATI ROAD, SIKAR, RAJASTHAN - 332001",332001.0,NORTH TWO,RAJASTHAN,SIKAR,ACTIVE,,0,,,"PC Changed(1), Power Related(1)",,Average,"PC Changed(1), Power Related(1)"
117,NR2-RJ-4564,DEXIT GLOBAL LIMITED-SRIGANGANAGAR,"( FORMERLY KNOWN AS NSEIT LIMITED ), PLOT NO. 5, FIRST FLOOR, SHAKTI MARG, SHIV CHOWK,NH-62, LANDMARK - ABOVE RAJASTHAN PATRIKA OFFICE, SRI GANGANAGAR, RAJASTHAN - 335001",335001.0,NORTH TWO,RAJASTHAN,SRI GANGANAGAR,ACTIVE,,0,Candidate Found With Mobile(1),,"PC Changed(2), Power Related(1)",,Sensitive Venue,Candidate Found With Mobile(1)
118,NR2-RJ-4559,DEXIT GLOBAL LIMITED-UDAIPUR,"( FORMERLY KNOWN AS NSEIT LIMITED ), 1ST FLOOR, PLOT NO.-17&18, TORAN BAORI, MEWAR MOTOR BUILDING, NEAR UDIYAPOLE BUS STAND, LANDMARK - ABOVE SANKALP RESTAURANT & AXIS BANK, UDAIPUR, RAJASTHAN - 313001",313001.0,NORTH TWO,RAJASTHAN,UDAIPUR,ACTIVE,,0,,,,,Good,Good
119,NR1-UP-3640,DEXIT GLOBAL LIMITED-GHAZIABAD,"( FORMERLY KNOWN AS NSEIT LIMITED ), ARWACHIN PUBLIC SCHOOL, GROUND FLOOR, BLOCK B, SECTOR 14, VASUNDHARA, GHAZIABAD, UTTAR PRADESH - 201012",201012.0,NORTH TWO,UTTAR PRADESH,DELHI (NCR),ACTIVE,,0,,,Power Related(2),,Average,Power Related(2)
120,NR2-UP-3613,DEXIT GLOBAL LIMITED-NOIDA,"( FORMERLY KNOWN AS NSEIT LIMITED ), BASEMENT AREA, C-109, SECTOR-2, KVCH TRAINING CENTRE BUILDING, INDIA, NEAREST METRO STATION 15, EXIT FROM GATE NO. 3, LANDMARK - SECOND LEFT, LANE OF SBI CUSTOMER CARE CENTRE, NOIDA, UTTAR PRADESH - 201301",201301.0,NORTH TWO,UTTAR PRADESH,DELHI (NCR),ACTIVE,,4,,,,,Sensitive Venue,Found in FFA
121,NR2-UK-4495,DEXIT GLOBAL LIMITED-ALMORA,"( FORMERLY KNOWN AS NSEIT LIMITED ), GR FLR, MALL ROAD, MOHALLA PANDYA UDIYAR, LAXMESHWAR, NEAR TO DISTRICT EDUCATION TRAINING CENTER (DETC), ALMORA, UTTARAKHAND - 263601",263601.0,NORTH TWO,UTTARAKHAND,ALMORA,ACTIVE,,0,,,"PC Changed(1), Power Related(1)",,Average,"PC Changed(1), Power Related(1)"
122,NR2-UK-4493,DEXIT GLOBAL LIMITED-DEHRADUN,"( FORMERLY KNOWN AS NSEIT LIMITED ), 2ND FLOOR, ANEKANT PLACE, 29 RAJPUR ROAD, NEAR INDERLOK HOTEL,OPPOSITE CANARA BANK, DEHRADUN, UTTARAKHAND - 248001",248001.0,NORTH TWO,UTTARAKHAND,DEHRADUN,ACTIVE,,0,,,Power Related(2),,Average,Power Related(2)
123,NR2-UK-4494,DEXIT GLOBAL LIMITED-HALDWANI,"( FORMERLY KNOWN AS NSEIT LIMITED ), KARKEE COMPLEX, BEHIND CANARA BANK, NAINITAL KATHGODAM ROAD, LANDMARK - NEAR NIRMALA CONVENT SCHOOL, KATHGODAM, HALDWANI, UTTARAKHAND - 263139",263139.0,NORTH TWO,UTTARAKHAND,HALDWANI,ACTIVE,,0,,,"PC Changed(1), Power Related(1)",,Average,"PC Changed(1), Power Related(1)"
124,STH-AP-5757,DEXIT GLOBAL LIMITED-ANANTAPUR,"( FORMERLY KNOWN AS NSEIT LIMITED ), NO.15/253-B, BHUPALAM COMPLEX, GROUND FLOOR, KAMALA NAGAR, LANE OPP MASINENI GRAND HOTEL, ANANTAPUR, ANDHRA PRADESH - 515001",515001.0,SOUTH,ANDHRA PRADESH,ANANTAPUR,ACTIVE,,0,,,,,Good,Good
125,STH-AP-5762,DEXIT GLOBAL LIMITED-ELURU,"( FORMERLY KNOWN AS NSEIT LIMITED ), DNO. 886/2, GR FLR, EESHA SAI COMPLEX, WESTREN STREET, NEAR KOTHA GANGANAMMA TEMPLE, LITTILE BUDS CONVENT, ELURU, ANDHRA PRADESH - 534001",534001.0,SOUTH,ANDHRA PRADESH,ELURU,ACTIVE,,0,,,,,Good,Good
126,STH-AP-5905,DEXIT GLOBAL LIMITED-GUNTUR,"( FORMERLY KNOWN AS NSEIT LIMITED ), GOGULA HOUSE, DOOR NO:6-21-21, 3RD FLOOR, 9/2 ARUNDAL PET, LANDMARK - ABOVE LIC HOUSING FINANCE LTD, GUNTUR, ANDHRA PRADESH - 522002",522002.0,SOUTH,ANDHRA PRADESH,GUNTUR,ACTIVE,,0,,,PC Changed(1),,Average,PC Changed(1)
